[TEST START] TURBOPUMP INLET TELEMETRY
[WARN] SENSOR S1 (INLET_P) EXPERIENCING HIGH FREQUENCY INTERFERENCE
[T+0.010] INLET_P: 933.19 | PUMP_RPM: 94956 | BRG_TEMP: 120.9
[T+8.840] INLET_P: 214.39 | PUMP_RPM: 95002 | BRG_TEMP: 120.0
[T+8.850] INLET_P: 854.97 | PUMP_RPM: 94997 | BRG_TEMP: 119.7
[T+8.860] INLET_P: 686.37 | PUMP_RPM: 95041 | BRG_TEMP: 120.1
[T+8.870] INLET_P: 664.88 | PUMP_RPM: 95049 | BRG_TEMP: 119.6
[T+8.880] INLET_P: 318.43 | PUMP_RPM: 95011 | BRG_TEMP: 119.9
[T+8.890] INLET_P: 720.70 | PUMP_RPM: 95048 | BRG_TEMP: 121.0
[T+8.900] INLET_P: 613.70 | PUMP_RPM: 94968 | BRG_TEMP: 120.0
[T+8.910] INLET_P: 447.80 | PUMP_RPM: 94980 | BRG_TEMP: 120.6
[T+8.920] INLET_P: 572.44 | PUMP_RPM: 94991 | BRG_TEMP: 119.5
[T+8.930] INLET_P: 849.43 | PUMP_RPM: 94954 | BRG_TEMP: 119.9
[T+8.940] INLET_P: 443.64 | PUMP_RPM: 94950 | BRG_TEMP: 120.6
[T+8.950] INLET_P: 568.93 | PUMP_RPM: 94974 | BRG_TEMP: 121.0
[T+8.960] INLET_P: 627.16 | PUMP_RPM: 95013 | BRG_TEMP: 120.3
[T+8.970] INLET_P: 827.85 | PUMP_RPM: 94954 | BRG_TEMP: 120.2
[T+8.980] INLET_P: 391.65 | PUMP_RPM: 94996 | BRG_TEMP: 120.2
[T+8.990] INLET_P: 399.26 | PUMP_RPM: 94974 | BRG_TEMP: 120.6
[T+9.000] INLET_P: 253.25 | PUMP_RPM: 95048 | BRG_TEMP: 120.5
[T+9.010] INLET_P: 309.59 | PUMP_RPM: 94951 | BRG_TEMP: 119.2
[T+9.020] INLET_P: 340.57 | PUMP_RPM: 94987 | BRG_TEMP: 120.9
[T+9.030] INLET_P: 495.03 | PUMP_RPM: 95022 | BRG_TEMP: 119.8
[T+9.040] INLET_P: 192.23 | PUMP_RPM: 95044 | BRG_TEMP: 120.7
[T+9.050] INLET_P: 487.23 | PUMP_RPM: 94958 | BRG_TEMP: 120.3
[T+9.060] INLET_P: 522.96 | PUMP_RPM: 95013 | BRG_TEMP: 120.4
[T+9.070] INLET_P: 321.70 | PUMP_RPM: 94955 | BRG_TEMP: 119.0
[T+9.080] INLET_P: 516.27 | PUMP_RPM: 95043 | BRG_TEMP: 119.9
[T+9.090] INLET_P: 249.44 | PUMP_RPM: 94987 | BRG_TEMP: 120.1
[T+9.100] INLET_P: 338.39 | PUMP_RPM: 95022 | BRG_TEMP: 119.7
[T+9.110] INLET_P: 482.06 | PUMP_RPM: 94950 | BRG_TEMP: 119.1
[T+9.120] INLET_P: 195.63 | PUMP_RPM: 94985 | BRG_TEMP: 120.6
[T+9.130] INLET_P: 436.70 | PUMP_RPM: 95037 | BRG_TEMP: 119.1
[T+9.140] INLET_P: 302.09 | PUMP_RPM: 95028 | BRG_TEMP: 119.2
[T+9.150] INLET_P: 797.55 | PUMP_RPM: 95048 | BRG_TEMP: 119.9
[T+9.160] INLET_P: 747.72 | PUMP_RPM: 94966 | BRG_TEMP: 119.6
[T+9.170] INLET_P: 768.71 | PUMP_RPM: 94953 | BRG_TEMP: 120.0
[T+9.180] INLET_P: 778.15 | PUMP_RPM: 95020 | BRG_TEMP: 120.8
[T+9.190] INLET_P: 535.24 | PUMP_RPM: 95034 | BRG_TEMP: 120.3
[T+9.200] INLET_P: 375.68 | PUMP_RPM: 95029 | BRG_TEMP: 120.0
[T+9.210] INLET_P: 545.27 | PUMP_RPM: 95023 | BRG_TEMP: 120.5
[T+9.220] INLET_P: 667.12 | PUMP_RPM: 94994 | BRG_TEMP: 120.0
[T+9.230] INLET_P: 479.15 | PUMP_RPM: 95007 | BRG_TEMP: 120.8
[T+9.240] INLET_P: 385.58 | PUMP_RPM: 95042 | BRG_TEMP: 120.0
[T+9.250] INLET_P: 768.79 | PUMP_RPM: 94958 | BRG_TEMP: 120.9
[T+9.260] INLET_P: 244.98 | PUMP_RPM: 94956 | BRG_TEMP: 120.9
[T+9.270] INLET_P: 602.81 | PUMP_RPM: 94956 | BRG_TEMP: 119.7
[T+9.280] INLET_P: 770.33 | PUMP_RPM: 94985 | BRG_TEMP: 119.3
[T+9.290] INLET_P: 420.08 | PUMP_RPM: 95011 | BRG_TEMP: 120.0
[T+9.300] INLET_P: 714.94 | PUMP_RPM: 94962 | BRG_TEMP: 120.2
[T+9.310] INLET_P: 190.95 | PUMP_RPM: 95047 | BRG_TEMP: 120.2
[T+9.320] INLET_P: 621.03 | PUMP_RPM: 94987 | BRG_TEMP: 120.1
[T+9.330] INLET_P: 339.27 | PUMP_RPM: 94986 | BRG_TEMP: 119.1
[T+9.340] INLET_P: 584.20 | PUMP_RPM: 94992 | BRG_TEMP: 119.5
[T+9.350] INLET_P: 410.58 | PUMP_RPM: 94961 | BRG_TEMP: 119.6
[T+9.360] INLET_P: 800.62 | PUMP_RPM: 95014 | BRG_TEMP: 120.2
[T+9.370] INLET_P: 594.33 | PUMP_RPM: 94989 | BRG_TEMP: 121.0
[T+9.380] INLET_P: 547.00 | PUMP_RPM: 94999 | BRG_TEMP: 120.9
[T+9.390] INLET_P: 401.41 | PUMP_RPM: 95029 | BRG_TEMP: 119.7
[T+9.400] INLET_P: 741.09 | PUMP_RPM: 95041 | BRG_TEMP: 119.6
[T+9.410] INLET_P: 852.31 | PUMP_RPM: 94990 | BRG_TEMP: 120.4
[T+9.420] INLET_P: 807.75 | PUMP_RPM: 94961 | BRG_TEMP: 119.4
[T+9.430] INLET_P: 462.03 | PUMP_RPM: 95010 | BRG_TEMP: 119.5
[T+9.440] INLET_P: 592.40 | PUMP_RPM: 94954 | BRG_TEMP: 121.0
[T+9.450] INLET_P: 401.40 | PUMP_RPM: 95007 | BRG_TEMP: 120.8
[T+9.460] INLET_P: 487.78 | PUMP_RPM: 94991 | BRG_TEMP: 119.5
[T+9.470] INLET_P: 286.50 | PUMP_RPM: 94958 | BRG_TEMP: 120.0
[T+9.480] INLET_P: 342.00 | PUMP_RPM: 94971 | BRG_TEMP: 120.8
[T+9.490] INLET_P: 500.58 | PUMP_RPM: 94965 | BRG_TEMP: 119.5
[T+9.500] INLET_P: 235.62 | PUMP_RPM: 95013 | BRG_TEMP: 119.5
[T+9.510] INLET_P: 475.86 | PUMP_RPM: 95029 | BRG_TEMP: 119.5
[T+9.520] INLET_P: 668.03 | PUMP_RPM: 95034 | BRG_TEMP: 120.5
[T+9.530] INLET_P: 661.58 | PUMP_RPM: 95020 | BRG_TEMP: 120.0
[T+9.540] INLET_P: 646.67 | PUMP_RPM: 95004 | BRG_TEMP: 120.7
[T+9.550] INLET_P: 837.86 | PUMP_RPM: 95009 | BRG_TEMP: 119.3
[T+9.560] INLET_P: 828.46 | PUMP_RPM: 95013 | BRG_TEMP: 120.2
[T+9.570] INLET_P: 797.77 | PUMP_RPM: 94991 | BRG_TEMP: 120.6
[T+9.580] INLET_P: 711.26 | PUMP_RPM: 94994 | BRG_TEMP: 119.6
[T+9.590] INLET_P: 531.63 | PUMP_RPM: 94991 | BRG_TEMP: 119.5
[T+9.600] INLET_P: 350.45 | PUMP_RPM: 95001 | BRG_TEMP: 119.4
[T+9.610] INLET_P: 787.07 | PUMP_RPM: 94976 | BRG_TEMP: 120.7
[T+9.620] INLET_P: 737.61 | PUMP_RPM: 94992 | BRG_TEMP: 119.9
[T+9.630] INLET_P: 277.51 | PUMP_RPM: 94986 | BRG_TEMP: 119.2
[T+9.640] INLET_P: 464.51 | PUMP_RPM: 95041 | BRG_TEMP: 120.8
[T+9.650] INLET_P: 798.77 | PUMP_RPM: 94979 | BRG_TEMP: 119.8
[T+9.660] INLET_P: 811.05 | PUMP_RPM: 94973 | BRG_TEMP: 119.7
[T+9.670] INLET_P: 793.97 | PUMP_RPM: 95004 | BRG_TEMP: 119.5
[T+9.680] INLET_P: 662.91 | PUMP_RPM: 94951 | BRG_TEMP: 119.4
[T+9.690] INLET_P: 353.56 | PUMP_RPM: 94951 | BRG_TEMP: 119.8
[T+9.700] INLET_P: 557.49 | PUMP_RPM: 95016 | BRG_TEMP: 120.1
[T+9.710] INLET_P: 709.19 | PUMP_RPM: 94993 | BRG_TEMP: 119.5
[T+9.720] INLET_P: 353.59 | PUMP_RPM: 94960 | BRG_TEMP: 119.3
[T+9.730] INLET_P: 811.79 | PUMP_RPM: 94958 | BRG_TEMP: 119.2
[T+9.740] INLET_P: 550.49 | PUMP_RPM: 95012 | BRG_TEMP: 119.7
[T+9.750] INLET_P: 375.31 | PUMP_RPM: 95007 | BRG_TEMP: 119.1
[T+9.760] INLET_P: 161.25 | PUMP_RPM: 94974 | BRG_TEMP: 119.3
[T+9.770] INLET_P: 827.01 | PUMP_RPM: 94971 | BRG_TEMP: 120.9
[T+9.780] INLET_P: 501.47 | PUMP_RPM: 95023 | BRG_TEMP: 119.6
[T+9.790] INLET_P: 641.43 | PUMP_RPM: 95005 | BRG_TEMP: 119.8
[T+9.800] INLET_P: 351.27 | PUMP_RPM: 94953 | BRG_TEMP: 120.4
[T+9.810] INLET_P: 358.21 | PUMP_RPM: 95046 | BRG_TEMP: 120.1
[T+9.820] INLET_P: 465.15 | PUMP_RPM: 94977 | BRG_TEMP: 119.3
[T+9.830] INLET_P: 632.64 | PUMP_RPM: 95018 | BRG_TEMP: 119.2
[T+9.840] INLET_P: 685.24 | PUMP_RPM: 95026 | BRG_TEMP: 120.7
[T+9.850] INLET_P: 631.05 | PUMP_RPM: 95049 | BRG_TEMP: 119.6
[T+9.860] INLET_P: 205.62 | PUMP_RPM: 95037 | BRG_TEMP: 120.2
[T+9.870] INLET_P: 432.84 | PUMP_RPM: 94995 | BRG_TEMP: 120.4
[T+9.880] INLET_P: 695.19 | PUMP_RPM: 95016 | BRG_TEMP: 119.9
[T+9.890] INLET_P: 614.58 | PUMP_RPM: 94958 | BRG_TEMP: 120.7
[T+9.900] INLET_P: 633.61 | PUMP_RPM: 95012 | BRG_TEMP: 120.1
[T+9.910] INLET_P: 840.74 | PUMP_RPM: 95033 | BRG_TEMP: 119.7
[T+9.920] INLET_P: 421.40 | PUMP_RPM: 94998 | BRG_TEMP: 119.9
[T+9.930] INLET_P: 801.65 | PUMP_RPM: 95036 | BRG_TEMP: 120.7
[T+9.940] INLET_P: 276.85 | PUMP_RPM: 95016 | BRG_TEMP: 119.1
[T+9.950] INLET_P: 468.35 | PUMP_RPM: 94972 | BRG_TEMP: 119.7
[T+9.960] INLET_P: 658.35 | PUMP_RPM: 94987 | BRG_TEMP: 119.1
[T+9.970] INLET_P: 354.94 | PUMP_RPM: 94961 | BRG_TEMP: 120.9
[T+9.980] INLET_P: 304.96 | PUMP_RPM: 95035 | BRG_TEMP: 119.9
[T+9.990] INLET_P: 601.28 | PUMP_RPM: 94981 | BRG_TEMP: 119.7
[T+10.000] INLET_P: 342.32 | PUMP_RPM: 94964 | BRG_TEMP: 120.9
[T+10.010] INLET_P: 759.32 | PUMP_RPM: 94950 | BRG_TEMP: 120.3
[T+10.020] INLET_P: 470.25 | PUMP_RPM: 94979 | BRG_TEMP: 119.8
[T+10.030] INLET_P: 621.19 | PUMP_RPM: 94984 | BRG_TEMP: 120.9
[T+10.040] INLET_P: 433.50 | PUMP_RPM: 95045 | BRG_TEMP: 120.1
[T+10.050] INLET_P: 534.67 | PUMP_RPM: 95022 | BRG_TEMP: 119.3
[T+10.060] INLET_P: 342.85 | PUMP_RPM: 95025 | BRG_TEMP: 120.4
[T+10.070] INLET_P: 574.73 | PUMP_RPM: 95030 | BRG_TEMP: 120.6
[T+10.080] INLET_P: 728.72 | PUMP_RPM: 95050 | BRG_TEMP: 119.3
[T+10.090] INLET_P: 240.53 | PUMP_RPM: 95005 | BRG_TEMP: 120.9
[T+10.100] INLET_P: 597.01 | PUMP_RPM: 94953 | BRG_TEMP: 119.8
[T+10.110] INLET_P: 300.19 | PUMP_RPM: 94970 | BRG_TEMP: 119.4
[T+10.120] INLET_P: 436.65 | PUMP_RPM: 95037 | BRG_TEMP: 119.1
[T+10.130] INLET_P: 233.03 | PUMP_RPM: 94964 | BRG_TEMP: 119.8
[T+10.140] INLET_P: 829.61 | PUMP_RPM: 95020 | BRG_TEMP: 119.5
[T+10.150] INLET_P: 396.73 | PUMP_RPM: 95015 | BRG_TEMP: 119.9
[T+10.160] INLET_P: 225.56 | PUMP_RPM: 94964 | BRG_TEMP: 119.6
[T+10.170] INLET_P: 144.93 | PUMP_RPM: 94970 | BRG_TEMP: 120.2
[T+10.180] INLET_P: 468.42 | PUMP_RPM: 95028 | BRG_TEMP: 119.7
[T+10.190] INLET_P: 774.90 | PUMP_RPM: 94989 | BRG_TEMP: 121.0
[T+10.200] INLET_P: 679.44 | PUMP_RPM: 95006 | BRG_TEMP: 119.8
[T+10.210] INLET_P: 219.29 | PUMP_RPM: 95017 | BRG_TEMP: 120.5
[T+10.220] INLET_P: 377.72 | PUMP_RPM: 94968 | BRG_TEMP: 120.0
[T+10.230] INLET_P: 379.16 | PUMP_RPM: 94951 | BRG_TEMP: 119.9
[T+10.240] INLET_P: 471.64 | PUMP_RPM: 94978 | BRG_TEMP: 120.1
[T+10.250] INLET_P: 793.64 | PUMP_RPM: 94982 | BRG_TEMP: 120.6
[T+10.260] INLET_P: 154.48 | PUMP_RPM: 95000 | BRG_TEMP: 120.1
[T+10.270] INLET_P: 768.85 | PUMP_RPM: 95037 | BRG_TEMP: 120.6
[T+10.280] INLET_P: 619.49 | PUMP_RPM: 95021 | BRG_TEMP: 119.2
[T+10.290] INLET_P: 184.52 | PUMP_RPM: 94976 | BRG_TEMP: 120.7
[T+10.300] INLET_P: 438.75 | PUMP_RPM: 94969 | BRG_TEMP: 120.1
[T+10.310] INLET_P: 378.03 | PUMP_RPM: 94974 | BRG_TEMP: 120.8
[T+10.320] INLET_P: 670.34 | PUMP_RPM: 94969 | BRG_TEMP: 120.1
[T+10.330] INLET_P: 421.58 | PUMP_RPM: 94981 | BRG_TEMP: 120.4
[T+10.340] INLET_P: 259.79 | PUMP_RPM: 94959 | BRG_TEMP: 120.1
[T+10.350] INLET_P: 764.92 | PUMP_RPM: 95041 | BRG_TEMP: 120.2
[T+10.360] INLET_P: 554.26 | PUMP_RPM: 95031 | BRG_TEMP: 119.1
[T+10.370] INLET_P: 566.33 | PUMP_RPM: 95033 | BRG_TEMP: 120.6
[T+10.380] INLET_P: 635.82 | PUMP_RPM: 95025 | BRG_TEMP: 119.0
[T+10.390] INLET_P: 284.43 | PUMP_RPM: 95038 | BRG_TEMP: 119.5
[T+10.400] INLET_P: 727.64 | PUMP_RPM: 94984 | BRG_TEMP: 119.6
[T+10.410] INLET_P: 485.47 | PUMP_RPM: 95018 | BRG_TEMP: 119.5
[T+10.420] INLET_P: 215.40 | PUMP_RPM: 94966 | BRG_TEMP: 120.2
[T+10.430] INLET_P: 394.27 | PUMP_RPM: 94996 | BRG_TEMP: 119.1
[T+10.440] INLET_P: 742.78 | PUMP_RPM: 94964 | BRG_TEMP: 119.1
[T+10.450] INLET_P: 403.40 | PUMP_RPM: 94983 | BRG_TEMP: 120.3
[T+10.460] INLET_P: 336.62 | PUMP_RPM: 94989 | BRG_TEMP: 120.7
[T+10.470] INLET_P: 762.58 | PUMP_RPM: 95035 | BRG_TEMP: 120.8
[T+10.480] INLET_P: 723.12 | PUMP_RPM: 95022 | BRG_TEMP: 120.5
[T+10.490] INLET_P: 589.66 | PUMP_RPM: 95013 | BRG_TEMP: 119.5
[T+10.500] INLET_P: 144.24 | PUMP_RPM: 95046 | BRG_TEMP: 119.2
[T+10.510] INLET_P: 254.69 | PUMP_RPM: 95050 | BRG_TEMP: 120.6
[T+10.520] INLET_P: 745.96 | PUMP_RPM: 95047 | BRG_TEMP: 120.4
[T+10.530] INLET_P: 615.90 | PUMP_RPM: 95040 | BRG_TEMP: 119.1
[T+10.540] INLET_P: 112.78 | PUMP_RPM: 95038 | BRG_TEMP: 120.6
[T+10.550] INLET_P: 550.60 | PUMP_RPM: 95011 | BRG_TEMP: 120.9
[T+10.560] INLET_P: 374.15 | PUMP_RPM: 95024 | BRG_TEMP: 119.0
[T+10.570] INLET_P: 616.76 | PUMP_RPM: 94971 | BRG_TEMP: 120.4
[T+10.580] INLET_P: 748.62 | PUMP_RPM: 94988 | BRG_TEMP: 119.3
[T+10.590] INLET_P: 240.53 | PUMP_RPM: 94969 | BRG_TEMP: 119.6
[T+10.600] INLET_P: 313.65 | PUMP_RPM: 95049 | BRG_TEMP: 119.1
[T+10.610] INLET_P: 573.41 | PUMP_RPM: 94990 | BRG_TEMP: 119.8
[T+10.620] INLET_P: 581.48 | PUMP_RPM: 95002 | BRG_TEMP: 120.0
[T+10.630] INLET_P: 614.07 | PUMP_RPM: 94964 | BRG_TEMP: 120.2
[T+10.640] INLET_P: 769.70 | PUMP_RPM: 94965 | BRG_TEMP: 119.1
[T+10.650] INLET_P: 568.54 | PUMP_RPM: 95040 | BRG_TEMP: 119.9
[T+10.660] INLET_P: 478.36 | PUMP_RPM: 94994 | BRG_TEMP: 119.9
[T+10.670] INLET_P: 667.96 | PUMP_RPM: 95049 | BRG_TEMP: 119.9
[T+10.680] INLET_P: 499.32 | PUMP_RPM: 94973 | BRG_TEMP: 119.1
[T+10.690] INLET_P: 102.25 | PUMP_RPM: 94986 | BRG_TEMP: 119.9
[T+10.700] INLET_P: 753.74 | PUMP_RPM: 95029 | BRG_TEMP: 120.3
[T+10.710] INLET_P: 762.80 | PUMP_RPM: 94997 | BRG_TEMP: 119.8
[T+10.720] INLET_P: 165.95 | PUMP_RPM: 95039 | BRG_TEMP: 120.3
[T+10.730] INLET_P: 444.90 | PUMP_RPM: 94950 | BRG_TEMP: 120.6
[T+10.740] INLET_P: 695.52 | PUMP_RPM: 94973 | BRG_TEMP: 120.6
[T+10.750] INLET_P: 249.99 | PUMP_RPM: 95004 | BRG_TEMP: 120.9
[T+10.760] INLET_P: 355.19 | PUMP_RPM: 95017 | BRG_TEMP: 121.0
[T+10.770] INLET_P: 576.12 | PUMP_RPM: 95026 | BRG_TEMP: 120.7
[T+10.780] INLET_P: 739.46 | PUMP_RPM: 95000 | BRG_TEMP: 120.1
[T+10.790] INLET_P: 407.15 | PUMP_RPM: 94967 | BRG_TEMP: 119.6
[T+10.800] INLET_P: 271.53 | PUMP_RPM: 95046 | BRG_TEMP: 121.0
[T+10.810] INLET_P: 734.58 | PUMP_RPM: 95032 | BRG_TEMP: 119.9
[T+10.820] INLET_P: 386.90 | PUMP_RPM: 94953 | BRG_TEMP: 120.1
[T+10.830] INLET_P: 315.76 | PUMP_RPM: 94955 | BRG_TEMP: 120.0
[T+10.840] INLET_P: 554.30 | PUMP_RPM: 95042 | BRG_TEMP: 120.9
[T+10.850] INLET_P: 390.17 | PUMP_RPM: 95047 | BRG_TEMP: 121.0
[T+10.860] INLET_P: 426.39 | PUMP_RPM: 95037 | BRG_TEMP: 119.6
[T+10.870] INLET_P: 360.52 | PUMP_RPM: 94990 | BRG_TEMP: 119.5
[T+10.880] INLET_P: 576.72 | PUMP_RPM: 94953 | BRG_TEMP: 119.9
[T+10.890] INLET_P: 487.94 | PUMP_RPM: 94997 | BRG_TEMP: 119.6
[T+10.900] INLET_P: 337.42 | PUMP_RPM: 95007 | BRG_TEMP: 119.6
[T+10.910] INLET_P: 145.60 | PUMP_RPM: 94973 | BRG_TEMP: 119.6
[T+10.920] INLET_P: 462.41 | PUMP_RPM: 94986 | BRG_TEMP: 119.7
[T+10.930] INLET_P: 343.73 | PUMP_RPM: 94966 | BRG_TEMP: 120.6
[T+10.940] INLET_P: 161.16 | PUMP_RPM: 94952 | BRG_TEMP: 119.5
[T+10.950] INLET_P: 196.72 | PUMP_RPM: 95009 | BRG_TEMP: 119.5
[T+10.960] INLET_P: 584.90 | PUMP_RPM: 95020 | BRG_TEMP: 120.1
[T+10.970] INLET_P: 119.31 | PUMP_RPM: 95000 | BRG_TEMP: 119.6
[T+10.980] INLET_P: 348.52 | PUMP_RPM: 94977 | BRG_TEMP: 120.0
[T+10.990] INLET_P: 281.19 | PUMP_RPM: 95048 | BRG_TEMP: 120.7
[T+11.000] INLET_P: 267.73 | PUMP_RPM: 94996 | BRG_TEMP: 119.6
[T+11.010] INLET_P: 729.63 | PUMP_RPM: 94963 | BRG_TEMP: 120.7
[T+11.020] INLET_P: 249.40 | PUMP_RPM: 94960 | BRG_TEMP: 119.9
[T+11.030] INLET_P: 256.98 | PUMP_RPM: 94980 | BRG_TEMP: 119.9
[T+11.040] INLET_P: 736.42 | PUMP_RPM: 94976 | BRG_TEMP: 120.7
[T+11.050] INLET_P: 411.51 | PUMP_RPM: 94967 | BRG_TEMP: 120.5
[T+11.060] INLET_P: 318.78 | PUMP_RPM: 95011 | BRG_TEMP: 120.1
[T+11.070] INLET_P: 124.86 | PUMP_RPM: 95050 | BRG_TEMP: 120.8
[T+11.080] INLET_P: 445.61 | PUMP_RPM: 95009 | BRG_TEMP: 119.1
[T+11.090] INLET_P: 114.29 | PUMP_RPM: 95025 | BRG_TEMP: 120.6
[T+11.100] INLET_P: 595.40 | PUMP_RPM: 94968 | BRG_TEMP: 119.2
[T+11.110] INLET_P: 221.99 | PUMP_RPM: 94952 | BRG_TEMP: 120.2
[T+11.120] INLET_P: 605.60 | PUMP_RPM: 95021 | BRG_TEMP: 119.6
[T+11.130] INLET_P: 527.30 | PUMP_RPM: 95029 | BRG_TEMP: 120.8
[T+11.140] INLET_P: 459.68 | PUMP_RPM: 95020 | BRG_TEMP: 121.0
[T+11.150] INLET_P: 272.86 | PUMP_RPM: 95027 | BRG_TEMP: 120.5
[T+11.160] INLET_P: 274.30 | PUMP_RPM: 95008 | BRG_TEMP: 120.8
[T+11.170] INLET_P: 156.59 | PUMP_RPM: 95038 | BRG_TEMP: 120.5
[T+11.180] INLET_P: 348.22 | PUMP_RPM: 94967 | BRG_TEMP: 119.2
[T+11.190] INLET_P: 540.53 | PUMP_RPM: 95013 | BRG_TEMP: 120.3
[T+11.200] INLET_P: 105.30 | PUMP_RPM: 95023 | BRG_TEMP: 120.9
[T+11.210] INLET_P: 361.06 | PUMP_RPM: 95029 | BRG_TEMP: 120.1
[T+11.220] INLET_P: 433.41 | PUMP_RPM: 94964 | BRG_TEMP: 120.1
[T+11.230] INLET_P: 575.68 | PUMP_RPM: 94963 | BRG_TEMP: 119.3
[T+11.240] INLET_P: 64.33 | PUMP_RPM: 94977 | BRG_TEMP: 119.1
[T+11.250] INLET_P: 225.76 | PUMP_RPM: 94999 | BRG_TEMP: 119.8
[T+11.260] INLET_P: 480.73 | PUMP_RPM: 94961 | BRG_TEMP: 119.3
[T+11.270] INLET_P: 170.64 | PUMP_RPM: 94953 | BRG_TEMP: 120.9
[T+11.280] INLET_P: 561.42 | PUMP_RPM: 94998 | BRG_TEMP: 120.3
[T+11.290] INLET_P: 378.02 | PUMP_RPM: 94955 | BRG_TEMP: 121.0
[T+11.300] INLET_P: 315.37 | PUMP_RPM: 94975 | BRG_TEMP: 119.5
[T+11.310] INLET_P: 51.00 | PUMP_RPM: 95036 | BRG_TEMP: 120.8
[T+11.320] INLET_P: 452.55 | PUMP_RPM: 94969 | BRG_TEMP: 119.7
[T+11.330] INLET_P: 227.24 | PUMP_RPM: 94952 | BRG_TEMP: 120.8
[T+11.340] INLET_P: 591.21 | PUMP_RPM: 94953 | BRG_TEMP: 119.3
[T+11.350] INLET_P: 238.18 | PUMP_RPM: 94983 | BRG_TEMP: 120.9
[T+11.360] INLET_P: 226.99 | PUMP_RPM: 95042 | BRG_TEMP: 119.4
[T+11.370] INLET_P: 13.76 | PUMP_RPM: 94956 | BRG_TEMP: 120.1
[T+11.380] INLET_P: 114.12 | PUMP_RPM: 95028 | BRG_TEMP: 120.9
[T+11.390] INLET_P: 386.88 | PUMP_RPM: 94967 | BRG_TEMP: 119.0
[T+11.400] INLET_P: 450.52 | PUMP_RPM: 94970 | BRG_TEMP: 119.1
[T+11.410] INLET_P: 42.82 | PUMP_RPM: 94952 | BRG_TEMP: 119.0
[T+11.420] INLET_P: 617.26 | PUMP_RPM: 94956 | BRG_TEMP: 119.1
[T+11.430] INLET_P: 40.60 | PUMP_RPM: 94971 | BRG_TEMP: 120.9
[T+11.440] INLET_P: 435.76 | PUMP_RPM: 95042 | BRG_TEMP: 120.7
[T+11.450] INLET_P: 403.82 | PUMP_RPM: 94973 | BRG_TEMP: 120.6
[T+11.460] INLET_P: 214.43 | PUMP_RPM: 95015 | BRG_TEMP: 120.3
[T+11.470] INLET_P: 64.40 | PUMP_RPM: 95040 | BRG_TEMP: 119.5
[T+11.480] INLET_P: 246.04 | PUMP_RPM: 95003 | BRG_TEMP: 120.3
[T+11.490] INLET_P: 127.63 | PUMP_RPM: 95000 | BRG_TEMP: 119.7
[T+11.500] INLET_P: 632.28 | PUMP_RPM: 95005 | BRG_TEMP: 121.0
[T+11.510] INLET_P: 321.11 | PUMP_RPM: 94983 | BRG_TEMP: 119.2
[T+11.520] INLET_P: 287.01 | PUMP_RPM: 95014 | BRG_TEMP: 120.7
[T+11.530] INLET_P: 376.32 | PUMP_RPM: 95007 | BRG_TEMP: 120.9
[T+11.540] INLET_P: 595.16 | PUMP_RPM: 95039 | BRG_TEMP: 120.6
[T+11.550] INLET_P: 530.31 | PUMP_RPM: 94977 | BRG_TEMP: 119.2
[T+11.560] INLET_P: 172.22 | PUMP_RPM: 95044 | BRG_TEMP: 119.5
[T+11.570] INLET_P: 277.87 | PUMP_RPM: 95000 | BRG_TEMP: 120.6
[T+11.580] INLET_P: 82.24 | PUMP_RPM: 95024 | BRG_TEMP: 119.1
[T+11.590] INLET_P: 334.47 | PUMP_RPM: 94988 | BRG_TEMP: 120.6
[T+11.600] INLET_P: 492.43 | PUMP_RPM: 94988 | BRG_TEMP: 120.9
[T+11.610] INLET_P: 331.84 | PUMP_RPM: 94983 | BRG_TEMP: 120.0
[T+11.620] INLET_P: 454.75 | PUMP_RPM: 95041 | BRG_TEMP: 120.6
[T+11.630] INLET_P: 420.65 | PUMP_RPM: 94954 | BRG_TEMP: 120.5
[T+11.640] INLET_P: 412.47 | PUMP_RPM: 94974 | BRG_TEMP: 120.5
[T+11.650] INLET_P: 537.20 | PUMP_RPM: 95000 | BRG_TEMP: 120.8
[T+11.660] INLET_P: 157.33 | PUMP_RPM: 94978 | BRG_TEMP: 119.8
[T+11.670] INLET_P: 294.90 | PUMP_RPM: 95037 | BRG_TEMP: 120.1
[T+11.680] INLET_P: 159.35 | PUMP_RPM: 94998 | BRG_TEMP: 120.5
[T+11.690] INLET_P: 371.65 | PUMP_RPM: 94997 | BRG_TEMP: 119.9
[T+11.700] INLET_P: 198.29 | PUMP_RPM: 95003 | BRG_TEMP: 119.8
[T+11.710] INLET_P: 72.13 | PUMP_RPM: 94956 | BRG_TEMP: 119.3
[T+11.720] INLET_P: 430.88 | PUMP_RPM: 94987 | BRG_TEMP: 119.7
[T+11.730] INLET_P: 238.42 | PUMP_RPM: 95045 | BRG_TEMP: 119.5
[T+11.740] INLET_P: 607.05 | PUMP_RPM: 94960 | BRG_TEMP: 119.2
[T+11.750] INLET_P: 526.05 | PUMP_RPM: 94964 | BRG_TEMP: 120.5
[T+11.760] INLET_P: 204.79 | PUMP_RPM: 94963 | BRG_TEMP: 119.2
[T+11.770] INLET_P: 50.33 | PUMP_RPM: 94973 | BRG_TEMP: 119.4
[T+11.780] INLET_P: 356.79 | PUMP_RPM: 94962 | BRG_TEMP: 119.9
